userid,language,date_local,tweet_text,lat,lng,screen_name,governorate,Area 
358576220,u'ca',11/21/2018 18:31,"uI''m at جنوب السرة in Kuwait city, Kuwait https://t.co/E5Vlx8qAn0 https://t.co/FBykqcKvyz,",29.282251,48.003925,t_32x,Hawalli,Zahra
534335420,u'in',10/29/2018 11:58,"u''\U0001f926\U0001f3fb‍♀️\U0001f494 (@ Mubarak Hospital in Al-Jabriya, Hawally Governorate) https://t.co/MPzMBcmYaj'',",29.325974,48.034466,TaibahAlawadhy,Hawalli,Jabriya
9.82E+17,ar,8/20/2020 19:56,I'm at ضاحية صباح السالم https://t.co/vmoE5cqG51,29.256851,48.07871,96mnr,Mubarak Al-Kabeer,Sabah Al-Salem
712095500,ar,9/22/2019 18:07,I'm at حدود الكويت https://t.co/J1n3WiM8A3,30.083353,47.703247,Al_QtraniQ8,Jahra,Abdaly
226709940,en,7/23/2020 2:37,Sketches🎨23.7.20 @ Kuwait City https://t.co/Oof6GJqodm,29.3697,47.9783,iSalehq8,Capital,Qibla
8.59E+17,u'en',10/23/2018 19:21,"uI''m at Ananas in Kuwait City, Al Kuwayt https://t.co/bH2oujoOxk,",29.36844,47.97232,a__rt99,Capital,Qibla
7.30E+17,u'en',12/29/2017 11:27,"uI''m at Subah alsalem block 7 in Al Farwaniyah Governate https://t.co/MDKqrTnW4f,",29.251434,48.07632,AbdulazizDP10,Mubarak Al-Kabeer,Sabah Al-Salem
469622780,u'ar',8/31/2018 0:05,"uI''m at العبدلي https://t.co/61ONybFzzo,",29.904537,47.673306,800x_,Jahra,Al-Rawdatain
7.21E+17,u'en',12/04/2018 23:24,"uI''m at The Avenuse in Al Kuwayt, Al Farwaniyah https://t.co/qOaORXEU6K,",29.302872,47.940205,Halenizii_,Farwaniya,Al-Rai
2861006600,u'ca',8/24/2018 23:02,"u''متعنية عشان بقالة طرشي\U0001f602\U0001f602\U0001f602 (@ Souq Al Mubarakiya in Kuwait City, Al Asimah) https://t.co/nv8FYkaLUi'',",29.374449,47.97406,RWEMA58,Capital,Qibla
1070400260,u'ar',10/25/2018 3:37,"u''لا يهمني ان اكون شخص كامل، يكفيني ان اكون شخص لا ينافق، ولا يخون ، ولا يجامل، ولا يعرف الناس وقت الحاجه.!… https://t.co/U30sD0aSms'',",29.346888,48.011917,7usain_q8,Hawalli,Hawalli
800637630,en,01/10/2020 1:06,I'm at Cinescape https://t.co/20g9HuTStN,29.173029,48.098232,washi707,Ahmadi,Egaila
4241784800,u'tl',11/08/2018 21:23,"uI''m at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @may62x @abdullahfq22x @re62x https://t.co/U067S2GOzH,",29.261662,48.02213,talalalbahar_,Mubarak Al-Kabeer,Wosta
501661730,u'en',02/03/2018 21:00,"uI''m at Al-Tilal Complex in Al Asimah https://t.co/p7KIyr44Dz,",29.339718,47.940468,Mnmxx_,Capital,Shuwaikh Industrial - 1
9.09E+17,u'en',1/21/2018 0:21,"uI''m at Pick-Yo - Jabriya in Jabriya, Hawalli Governorate https://t.co/IYeBBsH0kV,",29.323053,48.026295,almekhyal97,Hawalli,Jabriya
1.19E+18,und,8/21/2020 17:16,I'm at مدينة الكويت in Kuwait https://t.co/smhAMmJfWb,29.37808,47.97339,N_Ashkananii,Capital,Qibla
7.50E+17,u'en',07/06/2018 0:03,"uI''m at 360\xb0 @Mall360 in Kuwait City, Al Asimah w/ @754xx @a235xii https://t.co/ZR28pLlSOr,",29.267712,47.99287,thirtyy5x,Hawalli,Zahra
2855928300,ar,04/05/2019 13:30,اعشق البحر😩💜 والجو اينن😭 (@ بحر الي جدام شاليهنا) https://t.co/9TULfbI0Ik https://t.co/NOq6A8KBGU,29.260668,48.02197,_fa6om_93,Mubarak Al-Kabeer,Wosta
9.82E+17,u'en',5/19/2018 22:29,"uI''m at Kuwait City in Kuwait https://t.co/AsuHkfC4aJ,",29.37808,47.97339,S754__,Capital,Qibla
2913910500,ar,8/27/2019 18:39,للبيع ارض في الشهداء قطعة ١ المساحة ٤٠٠ متر  الموقع شارع واحد مدخل ومخرج سهل السعر ٣٥٠ الف مركز العنوان العقاري996… https://t.co/q50wXuXfhM,29.352907,47.614086,aleanwan,Jahra,Al-Mutla'a
2188665900,u'und',01/07/2018 23:10,"uI''m at Grand Avenue in Kuwait, Al ‘Āşimah w/ @n657_v https://t.co/ORZqdFIUpZ,",29.302853,47.93746,_aldubai5yy,Farwaniya,Al-Rai
9.80E+17,u'und',12/26/2018 21:56,"u''لعب كره لليوم الرابع على التوالي ⚽\U0001f60d (@ South Surra in Kuwait city, Kuwait) https://t.co/t3YBZhrsZS'',",29.28596,48.01487,Hassmoooh98,Hawalli,Hitteen
2735215000,u'en',3/17/2018 14:16,"u''Wakey wakey\U0001f606 (@ Hadiya Area) https://t.co/PzpOlEGUCb'',",29.150547,48.087467,ana_al3wathL,Ahmadi,Hadiya
3237658600,en,6/23/2019 19:52,I'm at Meme's Curry https://t.co/ZDvSdYzTNO,29.335886,48.026222,kjadum,Hawalli,Hawalli
3019762200,en,10/08/2019 13:17,I'm at Jaber Al Ahmad Clinic https://t.co/v0Uwdq9qhx,29.34158,47.76021,ARHusseinx,Capital,Jaber Al-Ahmad
8.09E+17,u'in',6/22/2018 4:18,"uI''m at Faiha in Al Asimah https://t.co/RPdmheE5zY,",29.33885,47.9794,fahad_alhwashel,Capital,Faiha
320281600,u'tl',1/26/2018 16:33,"uI''m at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer https://t.co/9iPEYfJLf8,",29.2609,48.022053,BinRajeh32,Mubarak Al-Kabeer,Wosta
1.08E+18,und,08/11/2019 22:38,"I''m at برج الحمرا - @alhamratower in Sharq, Kuwait https://t.co/CVyNNsd7ij",29.378635,47.99279,Rax1218,Capital,Sharq
7.30E+17,tl,11/08/2019 20:14,"I''m at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @bader93x @al_3lewi @ahmadalhu_ @a_alkandrix @alotaiby72 https://t.co/eWLwoOQxNU",29.26074,48.022434,saoudelmansour,Mubarak Al-Kabeer,Wosta
1681613200,u'en',10/06/2018 2:18,"uI''m at McDonald''s in Bayan, Hawalli Governorate https://t.co/wEL8wp5H0L,",29.37662,47.9692,7asounAl3li,Capital,Qibla
470932420,ar,04/10/2020 16:32,الحمدالله على ما انا هو والحمد على كل شيئ 🙏🏻 @ Kuwait City https://t.co/UxvzD4qh2K,29.3697,47.9783,m7md5dashti_,Capital,Qibla
7.61E+17,en,10/31/2019 21:21,"I''m at Ananas in Kuwait City, Al Kuwayt w/ @s73xp @s_shamsah7x https://t.co/1E4EGuhdMS",29.36844,47.97232,alsaleh216,Capital,Qibla
3764093700,u'tr',4/16/2018 7:21,"uI''m at Mubarak Al Kabir in Muhafazat Mubarak al Kabir https://t.co/aSTkvxHscl,",29.188295,48.08041,AT28S,Mubarak Al-Kabeer,Mubarak Al-Kabeer
1006762300,en,4/15/2019 8:06,I'm at Starbucks https://t.co/ToCQmubNz4,29.289259,48.059914,b42x_,Hawalli,Bayan
434118500,u'en',01/06/2018 20:31,"uI''m at Souq Al Mubarakiya in Kuwait City, Al Asimah w/ @sakee97 https://t.co/PHs5N1Gtvm,",29.374235,47.973835,YNSarraf,Capital,Qibla
1905400700,u'ar',4/14/2018 19:18,"u''اتمشى بالنّوت عشان ضميري بس مشكله ماقاع اقراه بس جذي اتمشى فيه هه (@ الافنيوز مول /   The Avenues Mall) https://t.co/D9ovV2ny59'',",29.303242,47.936783,DealAlr,Farwaniya,Al-Rai
866201860,u'en',01/12/2019 19:08,"uI''m at Chabd - Alhjn in Kuwait, Al Ahmadi https://t.co/vvWP97ffG0,",29.140537,47.817703,AlajmiRefaa,Ahmadi,Al-Maqwa Region
7.69E+17,u'et',3/20/2018 18:50,"uI''m at Elevation Burger Qortuba in Qortuba, Al Asima https://t.co/hQaeIZpH1U,",29.313911,47.98592,MAldaihani26_,Capital,Qortuba
2199234300,u'ar',05/09/2018 7:03,"u''Gm\U0001f637 (@ الدائري السادس) https://t.co/GCNEe4HQ0Q https://t.co/NTJzLBdJT4'',",29.267256,47.923985,AKBoushehry,Farwaniya,Ardhiya - 6
9.17E+17,u'ca',8/13/2018 10:09,"uI''m at Kuwait International Airport in Al Farwānīyah, Al Farwaniyah https://t.co/fOISzwOboM,",29.24051,47.971138,hayajm4,Farwaniya,Airport
248137540,ar,1/15/2020 11:45,انا ولد ابوي العود 🙆🏻‍♀️ يالله نودي السايق الفحص 😂 (@ مركز صحة الموانئ) https://t.co/CS7C7vazkM,29.331478,47.906166,naniibo_93,Capital,Shuwaikh Education
9.23E+17,in,1/15/2020 18:15,I'm at Al-Qadsiya https://t.co/8niDffSTI4,29.344864,48.003864,xx32d,Capital,Qadsiya
8.95E+17,en,7/14/2019 5:37,I'm at Platinum Health Club in Subah Al Salem https://t.co/pNoYdZPFZ0,29.264286,48.085346,52_bogambar,Mubarak Al-Kabeer,Sabah Al-Salem
3108573700,u'ca',08/07/2018 6:42,"uI''m at Kuwait International Airport in Al Farwānīyah, Al Farwaniyah w/ @6naya62 https://t.co/wDn9Xbbcwg,",29.240625,47.97102,e376__,Farwaniya,Airport
1.08E+18,en,10/03/2020 19:49,"I''m at Backburner in Kuwait City, Al Kuwayt w/ @ala2alshammeri https://t.co/VL2LTIcac8 https://t.co/i06obvnWy9",29.375587,47.99342,as_226x,Capital,Sharq
1.07E+18,und,11/20/2019 17:39,I'm at مخيم صكني راسي in Al Jahrah https://t.co/hX6Xa77t4Y,29.562977,47.68946,mtalo68,Jahra,Umm Al-Aish
7.77E+17,und,1/23/2020 19:39,I'm at مزارع العبدلي Kuwait https://t.co/RzFrXZQbcN,29.986637,47.689724,jriu_,Jahra,Al-Rawdatain
77452190,u'ar',4/18/2018 20:14,"u''الف  مبروك يوسف وعبد الرحمن السليماني (@ صالة افراح جمعية الصليبيخات) https://t.co/uFrdcT65QR'',",29.318964,47.83114,fahadmm,Capital,Sulaibikhat
8.90E+17,u'tl',10/23/2018 14:05,"uI''m at alsabahiya https://t.co/1RmE6niY8w,",29.094027,48.113075,m66l__,Ahmadi,Subahiya
7.59E+17,u'und',01/09/2018 12:41,"uI''m at مخيمات رحّال in Kuwait City, Al Asimah https://t.co/9NGA9Z3kX9,",28.701214,48.27959,m694_x,Ahmadi,kardan hafera Al-fawar
3041635800,u'ar',3/21/2018 22:12,"uI''m at فوق تحت بين الدسمه و الدعيه https://t.co/P64TnU3XtF,",29.363932,48.0096,M98Hamad,Capital,Dasmah
8.45E+17,u'ca',10/27/2018 16:49,"uI''m at ستاربكس in Salwa https://t.co/pFJJ6Jm8oM,",29.296467,48.07703,at93x,Hawalli,Salwa
467696600,u'en',12/28/2018 1:04,"uI''m at Fahad Al-Ahmad Area in Al Asimah https://t.co/EfEk9hitHM,",29.127256,48.106167,MA_AlHaddad10,Ahmadi,Fahed Al-Ahmed
1.16E+18,ar,11/16/2019 11:47,لـ أمي:كل عام وأنتِ بخير ياقره العين كل عام وأنتي الباقيه في حياتي❤️ (@ Subah Al-Salem) https://t.co/df0D5Dizv1 https://t.co/4QlgEA25Ht,29.25443,48.076702,_watermelon7,Mubarak Al-Kabeer,Sabah Al-Salem
8.00E+17,tl,04/05/2019 23:03,"I''m at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @7mood_rasheed https://t.co/9CrebjNoWE",29.263937,48.084988,itssr7a,Mubarak Al-Kabeer,Sabah Al-Salem
2947115500,u'en',12/29/2018 15:58,"uI''m at Trolley in Jabriya, Hawalli https://t.co/YHvQP2X5j9,",29.318962,48.02123,rwoOoona94,Hawalli,Jabriya
2620715300,in,3/21/2020 23:47,"I''m at Chalet K278 in Al Khiran, Al Asimah w/ @athbialj @alibakhsh90 https://t.co/vLw5vStqih",28.669172,48.363636,dalal_alshaheen,Ahmadi,Sabah Al-Ahmad Al-Bahrya
2490001700,u'en',01/11/2019 1:23,"uI''m at Egaila w/ @essa36_ https://t.co/drzlyJL7Z9,",29.171194,48.103214,Roz4x_,Ahmadi,Egaila
246406750,u'und',12/01/2018 11:42,"u''لكي لاننسى الذين ساعدونا \U0001f495 @ Mubarak Al Kabeer Hospital https://t.co/2cEkKKtSgp'',",29.326572,48.03473,bassom63,Hawalli,Jabriya
3192614000,u'und',01/09/2019 13:32,"uI''m at Alkout Marina مارينة الكوت https://t.co/gVU5azZHP0,",29.083082,48.13942,coca72x,Ahmadi,Fahaheel
374847330,en,11/19/2019 15:23,"I''m at Olympia Complex in Salmiya, Hawally Governorate https://t.co/S1ETC5qlJI",29.348286,48.08871,a7mad_zakariya,Hawalli,Salmiya
7.94E+17,u'en',03/09/2018 21:15,"u''هنيي\U0001f602\U0001f499 (@ Souq Sharq in Kuwait City, Alexandria Governorate w/ @27_qw @2l7blanii) https://t.co/iZMgWccRuR'',",29.389698,47.98271,527xx__,Capital,Al Wagha Al Bahrya
7.53E+17,ar,04/05/2019 8:51,دنيآ غريبة!تحب شخص يحب غيركّ .,29.26057,48.021793,elmatiri_,Mubarak Al-Kabeer,Wosta
9.06E+17,en,11/30/2019 11:26,"I''m at VOL.1 in Kuwait, Al Kuwayt https://t.co/D0pvP5MAAZ",29.341793,47.94266,ffatma02,Capital,Shuwaikh Industrial - 1
1.05E+18,und,10/01/2019 12:36,I'm at السيركل w/ @aaltheyab_ https://t.co/tQEAG89TpQ,29.34176,47.916176,Fahad_alhassaan,Capital,Shuwaikh Education
9.50E+17,tl,11/08/2020 19:18,I'm at Maki - Salhiya in Kuwait City https://t.co/WQULP5fDFW,29.363699,47.96677,kaladwane,Capital,Qibla
2202152000,u'ar',05/09/2018 1:29,"u''.ومازلنا في ديوان اخي / حمود علي مطاوع الشمري . @ Kuwait https://t.co/7OfdWmM9oD'',",29.166668,47.6,abu3isaalarjani,Jahra,Kabed
513235900,u'ca',5/19/2018 0:41,"uI''m at Eighty Eight | 88 in مبارك الكبير, Mubarak Al-kabeer https://t.co/HB1C0hvuPF,",29.196747,48.047497,A_alr27,Mubarak Al-Kabeer,South Wosta
573621700,ar,02/09/2020 6:24,"Garmin Drive النسخة الجديدةحجم الشاشه “4,3 - “5 -“6,8 إنش.يعمل بالاقمار الصناعية والخدمة مجاناًكفاله لمدة سنت… https://t.co/W5EuIqYC5O",29.202194,48.051334,GARMINNuviMAPS,Mubarak Al-Kabeer,South Wosta
8.63E+17,u'in',12/21/2018 0:22,"u''Dwania Alkanderi (@ Alsalam - @salam_city in Hawalli Governorate) https://t.co/BQQIoytjF3'',",29.296412,48.01186,yaaqop_,Hawalli,Al-Salam
7.29E+17,u'ca',03/07/2018 19:18,"uI''m at مطار الكويت الدولي in Al Farwānīyah, Al Farwaniyah https://t.co/VgLHuBr11e,",29.241278,47.970592,emutairiix,Farwaniya,Airport
7.36E+17,tl,2/27/2020 18:19,"I''m at % Arabica Abu Al-Hasaniya in Abu Al-Hasaniya, Mubarak Al-Kabeer Governorate https://t.co/1VnvCP39La",29.19516,48.109615,MALSULAIIMAN,Mubarak Al-Kabeer,Abu Ftaira
456793380,u'en',02/09/2018 21:33,"uI''m at Tobys Estate in Kuwait city, Kuwait https://t.co/UOCdRl2Ebn,",29.3752,47.978188,G87__,Capital,Qibla
1057499100,u'und',01/11/2018 16:07,"uJust posted a video @ Al `Adiliyah, Al ''Āşimah, Kuwait https://t.co/9Pz1LaU09o,",29.3206,47.9769,mishmishanii,Capital,Adeilia
1.01E+18,en,04/11/2019 22:39,"I''m at CAF cafe - @cafkuwait in Kuwait City, Kuwayt https://t.co/fzjtcQx3Jx",29.277079,48.089134,m7mad_alkandery,Mubarak Al-Kabeer,Sabah Al-Salem
13188,in,8/22/2020 12:13,"I''m at Kuwait University - Shedadeyah in Abdullah Almubarak, Al Farwaniyah https://t.co/W37no7YiAD",29.253242,47.900333,nibaq,Farwaniya,Farwania Region
3240946000,u'und',8/27/2018 11:35,"uI''m at The National Union Of Kuwait- UK Branch (الاتحاد الوطني لطلبة الكويت - فرع المملكة المتحدة) in Kuwait City,… https://t.co/YBj7IPM7ek,",29.384998,47.98694,saeedih_,Capital,Sharq
603756740,u'en',8/18/2018 23:22,"uI''m at Fer3 Qe63a 12 (Salwa) in Salwa, Hawally Governorate https://t.co/8H3zUZLEQJ,",29.274902,48.08563,BhaQ8,Hawalli,Salwa
7.28E+17,en,07/07/2019 0:08,"I''m at Oxygen Gym in Sabah alsalem, Sabah Al Salem https://t.co/piuH7aMsDV",29.265572,48.082413,06-Aug-01,Mubarak Al-Kabeer,Sabah Al-Salem
8.49E+17,u'in',8/30/2018 19:11,"uI''m at Chalet K278 in Al Khiran, Al Asimah https://t.co/1zJ6fbuQ92,",28.6639,48.367153,el_d3eee,Ahmadi,Sabah Al-Ahmad Al-Bahrya
7.42E+17,ca,08/09/2020 14:33,"I''m at Grand Avenue in Kuwait, Al ‘Āşimah https://t.co/owt1fIHtpa",29.303665,47.939743,32aslly,Farwaniya,Al-Rai
7.33E+17,u'en',01/11/2018 20:14,"uI''m at 360\xb0 @Mall360 in Kuwait City, Al Asimah https://t.co/M03HCcMSXV,",29.267807,47.992764,m6x_mj65x_,Hawalli,Zahra
793611840,u'en',11/12/2018 10:02,"uI''m at @AlHamraTower in Sharq, Kuwait https://t.co/Ke2UW4KoQ6,",29.378849,47.992645,Danaalmesad6,Capital,Sharq
133883976,in,06/01/2020 22:35,#hellojune @ adan block 2 https://t.co/DCbXuJdeSh,29.231943,48.08293,Cyborg_Bash,Mubarak Al-Kabeer,Al-Adan
2722577700,ar,05/01/2019 16:20,I'm at رابطة أعضاء هيئة التدريس https://t.co/VPNimFqSFU,29.328293,47.97013,IR73I,Capital,Khalidiya
8.19E+17,u'et',8/14/2018 23:16,"uI''m at Aljabriya https://t.co/VeyU2AtwoI,",29.297564,47.9813,Nalmarzoug_,Hawalli,Siddiq
9.38E+17,u'en',12/27/2018 19:54,"uI''m at At Cafe https://t.co/XijSddNJOO https://t.co/7soS3vEyTC,",29.078804,48.13812,alajmidey,Ahmadi,Fahaheel
8.85E+17,en,10/06/2020 21:36,"I''m at The Avenues in Kuwait City, Al Farwaniyah Governorate https://t.co/vzqACogV91",29.303312,47.939022,amh264__,Farwaniya,Al-Rai
1.03E+18,u'ca',10/23/2018 17:34,"u''اللهم اشفي مرضانا و مرضى المسلمين\U0001f64f\U0001f3fe. (@ Dar Al Shifa Hospital in Kuwait City, Hawalli Governorate) https://t.co/gSebv66MvZ'',",29.334538,48.01444,alesa_x5,Hawalli,Hawalli
8.44E+17,und,11/01/2020 19:58,"I''m at مستشفى الجهراء in Al Jahra, Al Jahrah https://t.co/z15tL9e4cP",29.337164,47.678192,Alanzii99A,Jahra,Qasr
603756740,en,6/25/2020 1:52,I'm at salwa block 8 https://t.co/zcMUD4GhZl,29.295189,48.077946,BhaQ8,Hawalli,Salwa
380817500,en,06/10/2020 9:30,Just posted a photo @ Kuwait City https://t.co/vAqCcZGff8,29.3697,47.9783,Its_Phatimah,Capital,Qibla
391057800,en,10/09/2019 22:08,"I''m at Cinescape - @mall360 in Kuwait City, Mubarak Al-Kabeer https://t.co/QNZ5cH2N8b",29.267715,47.99262,Azaljadi,Hawalli,Zahra
7.00E+17,u'en',02/02/2018 0:32,"uI''m at South Surra in Kuwait city, Kuwait https://t.co/AkCurM1r0i,",29.284569,48.011192,nasseralhajji6,Hawalli,Hitteen
305524800,u'ca',11/25/2018 15:23,"uI''m at Grand Avenue in Kuwait, Al ‘Āşimah https://t.co/IB79HdIaHl,",29.302942,47.937912,SaadAlO,Farwaniya,Al-Rai
2833335800,u'ar',6/14/2018 1:32,"uI''m at القادسية w/ @ha427x_ https://t.co/M5K15wPTHe,",29.350096,48.003098,ma2x_98,Capital,Qadsiya
7.46E+17,und,07/09/2019 11:21,"I''m at Starbucks Shuwaikh in مدينة الكويت, الكويت https://t.co/gH7WBgIBBs",29.338028,47.936146,itms8x,Capital,Shuwaikh Industrial - 1
3231243300,u'tl',02/06/2018 19:03,"uI''m at D1 Aljbr in Kuwait City, Al Kuwayt https://t.co/3hGZxOr1oS,",29.31799,47.87732,alnajde6x,Capital,Gharnada
4604155000,u'en',1/24/2019 21:41,"uI''m at @AlHamraTower in Sharq, Kuwait https://t.co/YNtCLLQIfK,",29.378437,47.99269,5aledwalmajed_,Capital,Sharq
316028130,u'en',8/24/2018 20:14,"uI''m at Sok Event in Al Ahmadi w/ @sa_almubarak https://t.co/Y7akLbd64R,",28.878965,48.283684,bo__s3yed,Ahmadi,Shalihat
620334000,en,12/23/2019 10:20,"I''m at Coff in Al Kuwayt, Al Asimah https://t.co/l8uToWq6aa",29.293798,47.915516,AliH22x,Farwaniya,Ardhiya - 6
3146444500,u'und',1/27/2019 18:53,"uI''m at Fintas in اَلْفِنْطَاس, AH https://t.co/xwwOoQduBP,",29.172596,48.11651,ZA97xx,Ahmadi,Fintas
1709791900,u'fr',03/08/2018 21:52,"uI''m at le Relais de l''Entrec\xf4te https://t.co/sIXTDn0kn5,",29.260906,48.02187,fatimaameery,Mubarak Al-Kabeer,Wosta
477581600,ar,7/30/2022 22:12,"وَ يسألونك عن مُحرم ؟ قُل لهُم : هو شهر الدمعة التي تطهُر الروح من ڪل ذنب ، وتشفي الروح من ڪُل وجع 🏴⁧… https://t.co/5X4vnQV7CG",29.274761,47.864414,F_alsha6y,Jahra,Sulaibiya Industrial - 2
2903273200,en,03/12/2021 19:18,Feels like Tatooine.... sand storm Q8 @ Mahboula https://t.co/SsG5LOFTOV,29.1455,48.1209,cvagrad86,Ahmadi,Mahboula
8.48E+17,ca,04/12/2019 17:21,"I''m at Grand Avenue in Kuwait, Al ‘Āşimah https://t.co/0uebZvzei9",29.278728,47.958344,ra7xi_,Farwaniya,Farwaniya
453049340,u'en',02/06/2018 18:07,"uI''m at Souq Al Mubarakiya in Kuwait City, Al Asimah https://t.co/vdk34n0a28 https://t.co/j7C9oiyTDc,",29.374435,47.97261,df95x_,Capital,Qibla
3082338000,u'en',6/25/2018 20:25,"uI''m at Starbucks https://t.co/b1AMToKwF5,",29.270208,48.033623,Asalmxx_,Hawalli,Shohdaa
9.62E+17,en,02/08/2020 16:44,I'm at Moda Lite Salon &amp; Spa https://t.co/1qFNQJPRx8,29.32754,48.012577,q8vx0,Hawalli,Hawalli
341478050,u'en',10/27/2018 18:37,"uI''m at Slider Station in Kuwait City, Kuwait https://t.co/Qbkyu2Mh52,",29.376583,47.96922,S767x___,Capital,Qibla
368959070,tl,12/17/2019 10:32,"I''m at Arabica % in Shuwaikh, Al Kuwayt https://t.co/WVR9bAVGJA",29.342106,47.939472,AnwarAlMutaire,Capital,Shuwaikh Industrial - 1
612011650,u'ar',07/03/2018 23:07,"u''I\''m at ديوان خليفة تركي الاسمر العنزي  عبدالله المبارك  https://t.co/8XyOI5V2q8'',",29.238087,47.916874,Tsalenzi,Farwaniya,Abdullah Al-Mubarak
9.94E+17,ar,09/12/2020 23:25,💛.فمن ظن بالله خيراً فلن يُخيب الله ظنه @ Some where On the earth https://t.co/FBooHzMjmW,29.340338,48.027367,Jraa713,Hawalli,Hawalli
9.16E+17,u'und',5/16/2018 18:51,"u''\U0001f629 (@ ارض المعارض in Kuwait City, Hawalli Governorate) https://t.co/SG6XyxkPMk'',",29.269686,48.04827,alotabee62,Hawalli,Mubarak Al-Abdullah Al-Gaber
8.81E+17,ca,12/28/2019 13:48,"I''m at Grand Avenue in Kuwait, Al ‘Āşimah https://t.co/hyl6AGZEPd",29.303392,47.9393,moaljrayed,Farwaniya,Al-Rai
7.60E+17,u'en',12/22/2018 14:58,"uI''m at Oxygen Gym in Sabah alsalem, Sabah Al Salem https://t.co/b94Yh3RcGm,",29.265572,48.082413,Qambar_16,Mubarak Al-Kabeer,Sabah Al-Salem
9.96E+17,und,12/27/2019 16:22,I'm at مخيم وزارة الدفاع in Mubarak Al-Kabeer w/ @h_al3amer https://t.co/aU1wkOGoql https://t.co/yP0zHYYzU7,29.20376,48.0264,baax62,Mubarak Al-Kabeer,Wosta
3248254700,en,8/30/2019 22:32,"I''m at @AlHamraTower in Sharq, Kuwait w/ @m2alfilchawi https://t.co/7IjepVGnPC",29.3794,47.993084,Kalefa5,Capital,Sharq
3537382000,u'en',01/05/2019 3:07,"uI''m at Al-firdous in Al Asimah https://t.co/U41U3u1ElJ,",29.287542,47.87212,__h462,Farwaniya,Firdous
193004580,u'und',3/26/2018 12:54,"uI''m at O2 Health Club نادي أكسجين https://t.co/zEyp8TXc7x,",29.265436,48.082428,Y0USEF_,Mubarak Al-Kabeer,Sabah Al-Salem
7.07E+17,en,9/14/2019 21:09,I'm at Bnaider 267 https://t.co/XEBFKXmKNr,28.766262,48.291805,alajasssim,Ahmadi,Shalihat
7.69E+17,ca,09/01/2019 0:36,"I''m at مركز سلطان - @sultan_center in Shuwaikh, Al Asimah https://t.co/euoOCFILNQ",29.314234,47.93141,AS__37_,Capital,Shuwaikh Industrial - 3
7.48E+17,lv,9/20/2019 17:12,"I''m at Pick yo - sea view in Abū Ḩulayfah, Al Aḩmadī https://t.co/WoV20mHsrD",29.137138,48.131203,alashli98,Ahmadi,Mahboula
1.11E+18,ar,12/07/2020 21:02,I'm at ستاربكس - @rramhkwt https://t.co/mL00zeO5Cq https://t.co/Cmwkr473aP,29.169058,48.09927,illx3__,Ahmadi,Egaila
3235720700,en,10/18/2019 18:44,"I''m at @AlHamraTower in Sharq, Kuwait w/ @jumana_52 https://t.co/CwsPNJRv95",29.3794,47.993084,zahour95x_,Capital,Sharq
2233822500,u'und',02/11/2018 22:56,"u''واااصل \U0001f923 @ Al Zahra (Kuwait) https://t.co/uOXBWcUOQ4'',",29.278,47.996,BasharBo3riki,Hawalli,Zahra
7.32E+17,u'tl',10/08/2018 21:01,"uI''m at Danube Home in Al Kuwayt, Al Farwaniyah https://t.co/wMW71KUpY5,",29.37808,47.97339,Aljowharaenzi,Capital,Qibla
7.62E+17,en,08/04/2019 3:01,"I''m at The Habib baqer’s residence in Al Kuwayt, Mubarak Al-kabeer https://t.co/tCpG1RVGks",29.232237,48.07539,hoorbaqer_,Mubarak Al-Kabeer,Al-Adan
797983040,ro,10/26/2019 16:16,"I''m at Üshk in Kuwait City, Al Kuwayt https://t.co/1IsDpJi0tK",29.380655,47.991516,EngAtheer_,Capital,Sharq
9.56E+17,u'und',6/15/2018 2:36,"u''البحر البحر \U0001f60d❤️ (@ B7ar sharq) https://t.co/SxHFAWqleO'',",29.39052,47.9893,swals__,Capital,Al Wagha Al Bahrya
8.43E+17,u'ar',01/06/2018 11:41,"uI''m at فرع المنقف قطعة 4 in المنقف https://t.co/sdQcdc05AL,",29.101112,48.13397,ebalenezi,Ahmadi,Mangaf
321018880,u'tl',1/16/2018 20:56,"uI''m at MUKHA in Kuwait City, Al Kuwayt https://t.co/mIfNYavexG,",29.375872,47.97781,NasserBASH,Capital,Sharq
7.38E+17,ar,04/11/2019 20:47,افراح الفرح (@ صالة الحساوي للافراح - النزهة) https://t.co/ISSsTQqjzk,29.276579,47.921528,Hamad25_,Farwaniya,Ardhiya - 6
8.85E+17,fa,04/05/2019 11:13,یه موقع هایی اصاً و حالِ هیچی نی...#shayea #kaqaz #ho3ein @ فاز٢ پاداد   phase 2 padad shahr https://t.co/uL2McV9GQb,29.26062,48.02192,RaminJafari73,Mubarak Al-Kabeer,Wosta
9.96E+17,da,9/16/2020 21:55,"I''m at CAF in Al Jahra, Al Jahrah https://t.co/XiIM7GncQh",29.348564,47.67227,_Shmrii1,Jahra,Jahra
440056740,u'ar',9/25/2018 20:27,"u''اخ قلبي كم اوف تتحمل @ طريق الكويت الحدود السعودية https://t.co/9pcHooUI6l'',",29.290966,47.87775,Mshari1122,Farwaniya,Firdous
